,0
Pclass,0.08511797734051267
Age,0.2608721364929239
SibSp,0.048714585034782015
Parch,0.039001466144131
Fare,0.2506356759083176
Sex_female,0.14661431944095243
Sex_male,0.13573577755656444
Embarked_C,0.012232333864436812
Embarked_Q,0.006331781391825321
Embarked_S,0.014743946825553762
